total_txn_amount,avg_txn_amount,std_txn_amount,txn_count,max_txn_amount,min_txn_amount,burst_score,time_to_first_outbound_minutes,fund_exit_ratio,txn_velocity,distinct_counterparties,counterparty_diversity_score,incoming_sources_count,international_counterparty_flag,pep_flag,high_risk_country_flag,kyc_risk_score,account_age_days,alert_count,historical_sar_flag,sar_worthy,typology_structuring,typology_rapid_movement,typology_funnel_account,typology_trade_based,typology_shell_company,typology_round_tripping
8026570.16,1003321.2698,152237.8165,8,1003321.2698,792477.81,0.6232,865,0.7849,2.1522,58,0.564,3,1,0,1,0.5688,380,9,0,1,0,0,0,0,1,0
14779671.16,671803.2344,20091.807,22,671803.2344,571213.82,0.506,13064,0.9819,2.8476,8,0.309,11,1,0,1,0.6385,1496,9,1,1,0,0,0,0,0,1
2824302.05,256754.7317,34128.455,11,256754.7317,256754.7317,0.9572,128,0.7102,19.95,32,0.5728,18,1,1,0,0.8669,48,10,1,1,0,1,0,0,0,0
7367840.29,237672.2675,20091.807,31,353512.55,237672.2675,0.506,1962,0.9819,1.6088,20,0.309,6,1,0,1,0.8847,738,3,0,1,0,0,0,0,0,1
951135.37,45292.1603,6778.8495,21,45292.1603,45292.1603,0.8121,120,0.7773,3.6637,9,0.5526,9,0,1,1,0.5046,167,6,0,1,1,0,0,0,0,0
4255919.9,386901.8087,42008.1468,11,386901.8087,357816.8,0.7731,124,0.8415,18.3703,22,0.6757,5,1,0,1,0.9394,58,4,1,1,0,1,0,0,0,0
3528733.72,207572.5716,30046.9049,17,314131.65,207572.5716,0.9101,81,0.8497,8.4886,16,0.5549,32,1,0,0,0.913,48,4,0,1,0,1,0,0,0,0
6419330.8,246897.3384,246897.3384,26,1764151.85,246897.3384,0.4655,9542,0.8097,2.4056,24,0.3665,2,1,0,1,0.8631,200,6,1,1,0,0,0,1,0,0
4745269.37,949053.8735,83662.5508,5,1662779.82,676947.98,0.4005,9686,0.9127,2.6774,5,0.5499,14,1,0,1,0.8534,200,4,0,1,0,0,0,1,0,0
931406.44,84673.313,43121.4415,11,93049.56,84673.313,0.9083,40,0.9286,19.95,21,0.8894,15,0,0,1,0.7126,156,5,1,1,0,1,0,0,0,0
8026570.16,1003321.2698,222788.9239,8,1259985.64,892584.09,0.6337,7397,0.8554,5.4144,42,0.6792,7,0,0,1,0.6775,302,10,0,1,0,0,0,0,1,0
8026570.16,1003321.2698,257697.5935,8,1003321.2698,892584.09,0.5582,7794,0.8114,1.8547,60,0.4138,19,0,0,0,0.7774,508,10,0,1,0,0,0,0,1,0
7111475.0,444467.1873,142224.0569,16,590425.09,444467.1873,0.3718,5212,0.8591,2.6774,17,0.3228,10,1,1,0,0.6746,1808,2,0,1,0,0,0,1,0,0
5057858.93,389066.0717,64213.7652,13,1017996.29,389066.0717,0.4005,9382,0.813,2.6774,5,0.318,14,1,1,0,0.8486,200,4,0,1,0,0,0,1,0,0
3209665.4,246897.3384,246897.3384,13,792821.25,246897.3384,0.518,9161,0.8033,1.6773,14,0.6398,14,1,0,1,0.7004,776,5,0,1,0,0,0,1,0,0
13349744.85,834359.0534,128572.0846,16,834359.0534,681053.62,0.5453,5008,0.7026,1.1368,39,0.5545,11,1,0,1,0.5688,2026,10,1,1,0,0,0,0,1,0
24867817.71,802187.668,149537.5595,31,995864.65,478274.39,0.7413,5944,0.9819,4.8723,15,0.4916,3,1,0,1,0.8847,1703,4,1,1,0,0,0,0,0,1
2493578.93,44528.1952,5662.4599,56,44528.1952,44528.1952,0.7669,231,0.8052,3.6637,5,0.1452,6,0,0,0,0.6848,288,5,0,1,1,0,0,0,0,0
5797110.57,144927.7643,43121.4415,40,318931.07,144927.7643,0.987,53,0.9168,19.95,20,0.5457,5,1,0,1,0.6615,108,11,0,1,0,1,0,0,0,0
3209665.4,246897.3384,208135.8427,13,2757361.15,246897.3384,0.3309,9916,0.9127,0.5447,27,0.318,11,1,0,0,0.8807,200,5,0,1,0,0,0,1,0,0
633092.36,48699.4121,9253.6664,13,48699.4121,7160.23,0.0501,39301,0.2762,0.3326,3,0.01,4,0,0,0,0.1473,1460,2,0,0,0,0,0,0,0,0
6428355.82,459168.2728,408633.2957,14,2739061.85,459168.2728,0.4613,1931,0.6706,1.9134,5,0.5507,14,1,0,1,0.6014,200,7,1,1,0,0,0,1,0,0
25200624.14,812923.3594,26437.6715,31,812923.3594,342992.44,0.5463,1962,0.9819,1.6088,6,0.309,7,1,0,1,0.6332,1703,6,0,1,0,0,0,0,0,1
6875501.81,68755.0181,27499.9071,100,68755.0181,42550.46,0.5509,134,0.6999,8.6493,9,0.4288,49,1,0,1,0.6721,496,7,0,1,0,0,1,0,0,0
18496762.19,596669.7482,20091.807,31,995864.65,596669.7482,0.506,5860,0.8513,2.739,29,0.3357,11,1,0,1,0.8116,1703,9,1,1,0,0,0,0,0,1
24509005.01,1114045.6822,91339.7888,22,1114045.6822,481968.8,0.3321,3779,0.7921,2.5898,16,0.3981,10,1,0,1,0.8807,919,6,0,1,0,0,0,1,0,0
4278374.12,66849.5956,8176.8382,64,89542.63,66849.5956,0.8626,318,0.6543,5.6236,12,0.2568,11,0,0,1,0.5473,551,9,0,1,0,0,1,0,0,0
2962768.06,246897.3384,246897.3384,12,801834.28,246897.3384,0.3527,7572,0.8953,2.6774,14,0.4076,3,1,0,1,0.8807,200,8,0,1,0,0,0,1,0,0
2861812.02,95393.734,22684.6217,30,95393.734,95393.734,0.7839,54,0.7799,11.5969,19,0.4752,22,0,1,0,0.6261,354,3,1,1,0,0,1,0,0,0
455093.75,41372.1588,31719.1263,11,58841.85,41372.1588,0.9322,73,0.8568,19.493,9,0.5962,19,0,0,1,0.8277,69,9,0,1,0,1,0,0,0,0
25200624.14,812923.3594,28150.4652,31,819039.52,618876.37,0.5449,11677,0.9819,4.3507,16,0.3098,8,1,0,1,0.851,1000,9,0,1,0,0,0,0,0,1
4064441.35,104216.4448,20029.6913,39,129134.32,32833.83,0.7796,65,0.604,8.521,19,0.3474,46,0,1,0,0.8747,603,3,1,1,0,0,1,0,0,0
455093.75,41372.1588,41372.1588,11,408284.56,41372.1588,0.6254,18,0.8517,14.3724,23,0.8707,3,0,1,1,0.7887,304,4,0,1,0,1,0,0,0,0
37708986.73,1396629.1382,392815.3586,27,2413699.68,90172.45,0.4708,3803,0.6028,2.6774,27,0.5008,14,1,0,1,0.8533,389,8,0,1,0,0,0,1,0,0
7593802.01,690345.6373,66738.902,11,690345.6373,618876.37,0.6954,5713,0.9031,1.6088,39,0.309,7,1,0,1,0.8847,481,7,1,1,0,0,0,0,0,1
9845799.47,447536.3395,38345.0112,22,958609.55,302501.57,0.5991,2821,0.7006,1.1368,60,0.6501,19,1,0,1,0.7816,2026,10,1,1,0,0,0,0,1,0
56679.24,18893.0794,5759.4276,3,63446.53,163.93,0.0501,39301,0.3251,1.39,2,0.0676,4,0,0,0,0.257,3433,2,0,0,0,0,0,0,0,0
136939.9,5071.8481,5071.8481,27,14271.01,5071.8481,0.7664,233,0.8279,3.6637,5,0.1452,3,0,0,0,0.7917,224,11,0,1,1,0,0,0,0,0
757554.83,58273.4483,20091.807,13,272527.32,58273.4483,0.6735,1962,0.9819,1.6088,26,0.309,12,1,0,1,0.8094,389,8,1,1,0,0,0,0,0,1
7201581.92,800175.769,171236.9166,9,800175.769,800175.769,0.3874,3076,0.7967,2.6033,27,0.318,6,1,0,1,0.8807,1342,7,0,1,0,0,0,1,0,0
16509921.12,532578.1006,22094.2492,31,532578.1006,532578.1006,0.506,1962,0.9329,5.2248,26,0.309,8,1,0,1,0.6619,191,9,0,1,0,0,0,0,0,1
4833318.16,268517.6755,130197.5426,18,593508.39,2913.67,0.506,4543,0.9819,3.4452,14,0.5898,10,1,0,1,0.8485,846,9,1,1,0,0,0,0,0,1
959729.56,19194.5912,1355.9798,50,171168.85,19194.5912,0.7286,528,0.743,12.9309,6,0.3416,3,1,1,1,0.7238,440,3,0,1,1,0,0,0,0,0
8026570.16,1003321.2698,257697.5935,8,1003321.2698,4538.54,0.5429,3862,0.7868,1.1368,53,0.4138,17,0,0,1,0.5707,615,8,1,1,0,0,0,0,1,0
8942156.95,812923.3594,73737.1762,11,833032.71,618876.37,0.7904,2277,0.9819,2.9772,14,0.5559,5,1,0,1,0.8847,1673,3,1,1,0,0,0,0,0,1
4864470.67,304029.4166,38718.6825,16,304029.4166,7221.69,0.9361,21,0.7102,10.2785,22,0.5697,6,1,1,0,0.6687,48,9,0,1,0,1,0,0,0,0
5012839.21,626604.9014,245509.2374,8,1303105.98,626604.9014,0.3942,1087,0.7006,1.1368,60,0.4138,17,1,0,1,0.5688,1191,10,1,1,0,0,0,0,1,0
1806312.55,78535.3282,6166.7549,23,78535.3282,40678.99,0.7685,228,0.815,9.2498,11,0.1617,3,0,0,0,0.7917,468,8,0,1,1,0,0,0,0,0
2632945.2,35105.936,1034.2359,75,35105.936,35105.936,0.7763,120,0.5963,3.9088,5,0.1452,3,0,0,0,0.7585,121,5,0,1,1,0,0,0,0,0
115125.35,16446.4783,3831.4893,7,43239.7,163.93,0.0667,27443,0.4869,0.5341,1,0.0201,4,0,0,0,0.2795,2091,2,1,0,0,0,0,0,0,0
40173831.93,1487919.701,420829.7183,27,1487919.701,820491.75,0.3426,4548,0.7612,2.6774,27,0.443,10,1,0,1,0.7645,419,4,0,1,0,0,0,1,0,0
145554.08,36388.5212,12163.6356,4,36388.5212,8754.34,0.2276,20920,0.4604,1.0774,5,0.093,4,0,0,0,0.394,1268,2,0,0,0,0,0,0,0,0
545181.89,25961.0425,24548.7076,21,25961.0425,7133.54,0.8121,460,0.8279,3.6637,10,0.1452,10,0,0,0,0.7917,56,5,0,1,1,0,0,0,0,0
988044.49,47049.7376,2377.5984,21,47049.7376,21187.1,0.6946,167,0.8279,6.2523,4,0.1664,3,0,0,0,0.6879,482,10,1,1,1,0,0,0,0,0
92633.17,30877.7226,635.3085,3,30877.7226,15669.24,0.0501,39301,0.363,1.0228,1,0.01,2,0,0,0,0.394,3433,2,0,0,0,0,0,0,0,0
4989526.9,997905.3795,64213.7652,5,3157121.88,626738.51,0.3798,4760,0.8224,1.8687,8,0.5349,9,1,1,1,0.7966,1688,5,0,1,0,0,0,1,0,0
1270790.89,90770.7779,90770.7779,14,928927.09,90770.7779,0.4613,865,0.7006,1.1368,52,0.4138,3,1,0,1,0.5688,1673,8,0,1,0,0,0,0,1,0
3950357.41,246897.3384,246897.3384,16,2079543.02,246897.3384,0.4726,9916,0.718,2.1978,13,0.6778,6,1,0,1,0.7639,200,8,1,1,0,0,0,1,0,0
2324740.55,77491.3518,6686.5058,30,77491.3518,77491.3518,0.799,316,0.604,8.5572,13,0.4069,46,1,1,0,0.6589,528,3,0,1,0,0,1,0,0,0
25200624.14,812923.3594,50141.1172,31,812923.3594,361015.03,0.718,11319,0.812,2.9391,20,0.5209,5,1,0,1,0.7697,795,5,0,1,0,0,0,0,0,1
2794020.23,93134.0076,9800.6176,30,128032.9,39757.57,0.7676,177,0.704,5.5288,28,0.3379,25,0,1,0,0.623,603,4,1,1,0,0,1,0,0,0
10582626.89,105826.2689,15591.7562,100,105826.2689,105826.2689,0.7941,118,0.9378,4.3879,46,0.465,42,0,0,0,0.8233,66,5,1,1,0,0,1,0,0,0
1370747.38,45691.5793,2111.3978,30,49648.69,45691.5793,0.8352,157,0.7094,10.6416,27,0.6194,49,1,0,0,0.6201,316,3,1,1,0,0,1,0,0,0
984731.76,89521.0695,33182.49,11,360738.07,89521.0695,0.7794,5,0.9721,19.95,14,0.5566,8,1,0,1,0.5525,58,11,0,1,0,1,0,0,0,0
4174600.62,64224.625,2111.3978,65,239852.93,58725.79,0.8384,54,0.7244,10.6297,22,0.5381,39,0,0,0,0.8207,603,4,1,1,0,0,1,0,0,0
26276778.34,1459821.0191,497708.5202,18,1459821.0191,1111521.97,0.4354,3171,0.7332,0.9439,20,0.3635,2,1,1,1,0.8512,200,6,0,1,0,0,0,1,0,0
29380730.41,1728278.2597,81450.1853,17,1728278.2597,963685.54,0.592,1897,0.9127,2.3553,19,0.6745,4,1,0,0,0.8257,706,8,0,1,0,0,0,1,0,0
7075418.02,235847.2674,2111.3978,30,235847.2674,195551.48,0.48,154,0.6585,4.3879,42,0.7424,46,0,1,0,0.6279,603,3,0,1,0,0,1,0,0,0
4849444.33,808240.7222,258306.6014,6,845083.7,808240.7222,0.3339,3814,0.9127,1.1742,20,0.318,3,1,0,1,0.8807,605,4,1,1,0,0,0,1,0,0
3881772.05,352888.3684,35037.3393,11,352888.3684,96613.09,0.7132,111,0.9165,19.0624,30,0.4654,20,1,1,0,0.5525,206,13,1,1,0,1,0,0,0,0
3583195.08,447899.3845,257075.2983,8,529601.55,447899.3845,0.4249,6365,0.825,1.1368,55,0.4138,19,0,0,1,0.621,2026,9,0,1,0,0,0,0,1,0
355029.37,5071.8481,5071.8481,70,6403.63,5071.8481,0.8101,479,0.8279,3.6637,13,0.1452,7,1,0,1,0.7223,135,4,0,1,1,0,0,0,0,0
4294544.83,87643.7721,3176.9802,49,87643.7721,857.74,0.8007,420,0.7231,12.0945,9,0.573,41,0,1,1,0.7324,603,11,0,1,0,0,1,0,0,0
12661772.38,602941.5417,149537.5595,21,602941.5417,602941.5417,0.6115,1962,0.9074,2.5746,26,0.3362,3,1,0,0,0.7178,191,9,0,1,0,0,0,0,0,1
455093.75,41372.1588,41372.1588,11,182575.03,41372.1588,0.987,247,0.7102,19.95,9,0.4744,6,1,1,0,0.6102,48,5,0,1,0,1,0,0,0,0
5360141.0,1072028.1994,300821.949,5,1072028.1994,1072028.1994,0.5904,2395,0.8493,1.1449,13,0.4486,8,1,0,0,0.5888,1102,7,0,1,0,0,0,1,0,0
243497.06,48699.4121,1856.0221,5,63446.53,163.93,0.1938,39301,0.4869,1.6288,3,0.01,1,0,0,0,0.1628,1856,2,0,0,0,0,0,0,0,0
3141047.43,104701.5809,13160.1951,30,104701.5809,857.74,0.8059,187,0.604,11.5823,9,0.4976,36,0,0,1,0.8249,603,8,0,1,0,0,1,0,0,0
278951.65,5071.8481,4135.2155,55,6403.63,5071.8481,0.8121,416,0.8279,3.6637,13,0.1452,29,1,0,0,0.7917,121,4,0,1,1,0,0,0,0,0
6991202.3,873900.288,122616.3801,8,873900.288,873900.288,0.6426,7231,0.8304,2.7555,60,0.4138,18,1,1,1,0.5688,1190,10,0,1,0,0,0,0,1,0
6820666.15,324793.6261,86326.4444,21,417137.33,324793.6261,0.3889,865,0.7006,2.2556,52,0.5001,8,0,0,1,0.5695,1472,10,1,1,0,0,0,0,1,0
10460726.13,104607.2613,9060.8029,100,104607.2613,104607.2613,0.538,181,0.6956,4.3879,21,0.2568,45,1,0,0,0.8639,603,3,1,1,0,0,1,0,0,0
3456562.74,246897.3384,246897.3384,14,1349949.48,246897.3384,0.3478,9719,0.8672,2.5056,7,0.5564,2,1,1,1,0.6753,200,2,0,1,0,0,0,1,0,0
1975178.71,246897.3384,246897.3384,8,783110.66,246897.3384,0.3029,7746,0.7324,1.7198,21,0.4609,3,1,0,0,0.8807,200,4,0,1,0,0,0,1,0,0
455093.75,41372.1588,39955.8158,11,249860.62,41372.1588,0.987,16,0.9393,14.3036,17,0.7571,15,0,1,1,0.5767,48,4,0,1,0,1,0,0,0,0
196584.5,24573.0622,635.3085,8,24573.0622,163.93,0.1875,33223,0.4769,1.2445,3,0.0575,3,0,0,0,0.2154,3433,2,0,0,0,0,0,0,0,0
455093.75,41372.1588,17700.164,11,357816.0,41372.1588,0.9304,50,0.8961,19.95,19,0.4654,13,1,1,0,0.7164,603,8,1,1,0,1,0,0,0,0
726166.22,90770.7779,90770.7779,8,240012.31,90770.7779,0.5712,4057,0.8474,1.1368,60,0.7228,19,1,0,0,0.5688,655,10,0,1,0,0,0,0,1,0
3544838.9,322258.0817,43121.4415,11,322258.0817,260205.73,0.7997,101,0.9034,6.6219,12,0.5182,31,1,0,1,0.5794,48,4,0,1,0,1,0,0,0,0
2337588.53,34889.381,3135.4294,67,49648.69,34889.381,0.6386,66,0.779,8.2906,42,0.2568,45,0,0,0,0.6499,603,6,0,1,0,0,1,0,0,0
11760820.64,470432.8258,42706.3646,25,974567.95,470432.8258,0.5187,865,0.7007,1.1368,60,0.4679,18,0,0,1,0.6423,1711,10,0,1,0,0,0,0,1,0
1335756.36,121432.396,38262.2074,11,494556.38,121432.396,0.9695,34,0.8538,13.7084,36,0.8908,4,0,1,1,0.5525,81,4,0,1,0,1,0,0,0,0
1399169.14,46638.9715,5296.2851,30,46638.9715,21512.99,0.8121,283,0.5231,3.6637,8,0.3015,3,1,0,1,0.7917,206,7,0,1,1,0,0,0,0,0
26236499.34,1140717.3624,73980.0757,23,1140717.3624,807717.18,0.4752,1897,0.8894,0.9373,27,0.318,6,1,0,1,0.8807,527,6,1,1,0,0,0,1,0,0
4173840.22,260865.014,35616.4517,16,267634.75,218622.05,0.8378,20,0.8441,19.95,21,0.4771,3,1,0,0,0.5823,97,4,0,1,0,1,0,0,0,0
1172114.92,106555.9016,14198.3774,11,316762.98,106555.9016,0.8034,5,0.8748,19.95,38,0.4654,7,1,0,0,0.5525,302,4,1,1,0,1,0,0,0,0
4219514.95,383592.2686,43121.4415,11,383592.2686,7221.69,0.847,25,0.7995,12.4174,20,0.4654,11,1,0,0,0.6865,48,4,1,1,0,1,0,0,0,0
2486605.22,82886.8405,2111.3978,30,82886.8405,72386.86,0.48,310,0.7477,8.675,23,0.2568,29,1,0,0,0.7444,603,3,0,1,0,0,1,0,0,0
116652.51,5071.8481,5071.8481,23,16916.15,5071.8481,0.6414,221,0.797,3.6637,14,0.1452,6,0,1,0,0.6137,162,8,1,1,1,0,0,0,0,0
15049819.05,1003321.2698,102325.3677,15,1182412.3,892584.09,0.6842,5547,0.741,2.202,60,0.71,9,1,0,1,0.6051,1470,9,0,1,0,0,0,0,1,0
10033212.7,1003321.2698,252383.129,10,1003321.2698,892584.09,0.6641,6121,0.7156,5.4144,60,0.6337,18,1,1,0,0.5688,1256,6,1,1,0,0,0,0,1,0
1375892.46,65518.6884,8298.7728,21,65518.6884,3035.06,0.7483,237,0.8279,5.3485,7,0.1452,3,0,0,0,0.5817,35,6,0,1,1,0,0,0,0,0
15337740.52,494765.8231,20254.3026,31,494765.8231,438957.31,0.7625,7136,0.9819,2.5784,38,0.3992,4,1,0,1,0.7147,1527,8,1,1,0,0,0,0,0,1
4073176.26,509147.0328,119187.9584,8,816510.93,509147.0328,0.4175,6233,0.8636,2.6774,15,0.318,9,1,0,1,0.8807,1359,6,0,1,0,0,0,1,0,0
407060.56,31312.3504,1755.2397,13,43039.32,8906.34,0.1335,34671,0.3959,0.4416,1,0.01,3,0,0,0,0.0687,2848,2,0,0,0,0,0,0,0,0
106508.81,5071.8481,5071.8481,21,15011.43,5071.8481,0.5554,334,0.5935,3.6637,10,0.416,3,0,0,1,0.7917,35,3,0,1,1,0,0,0,0,0
8026570.16,1003321.2698,222615.8685,8,1003321.2698,388198.51,0.5725,7984,0.7006,2.5026,19,0.8246,19,0,0,1,0.5688,1539,10,0,1,0,0,0,0,1,0
5202490.34,179396.2186,5782.9602,29,179396.2186,179396.2186,0.8121,188,0.8218,3.6637,12,0.1736,7,0,1,1,0.5046,482,7,0,1,1,0,0,0,0,0
6771903.51,564325.2929,214456.1985,12,564325.2929,564325.2929,0.3688,7112,0.7631,5.4144,43,0.5887,11,0,0,1,0.8201,302,10,0,1,0,0,0,0,1,0
19741572.49,636824.9191,27241.2491,31,636824.9191,618876.37,0.7776,1962,0.9341,1.6088,39,0.309,3,1,0,0,0.6805,651,9,0,1,0,0,0,0,0,1
6771860.62,260456.1777,248546.5514,26,773859.75,260456.1777,0.3769,8684,0.8421,2.5956,24,0.318,14,1,0,0,0.7631,545,8,1,1,0,0,0,1,0,0
4683834.37,425803.1249,26987.0776,11,425803.1249,378371.58,0.8694,41,0.8414,12.5639,17,0.7651,12,1,0,0,0.7201,48,6,0,1,0,1,0,0,0,0
16560623.05,974154.2971,78024.7109,17,974154.2971,892584.09,0.5168,7985,0.8319,5.0219,28,0.5812,19,0,0,1,0.7171,953,10,0,1,0,0,0,0,1,0
6406876.03,320343.8013,194308.4279,20,320343.8013,320343.8013,0.3688,3999,0.7426,2.071,16,0.8416,19,0,1,1,0.9003,774,10,0,1,0,0,0,0,1,0
6037050.19,301852.5095,139144.7254,20,1258259.56,301852.5095,0.343,5432,0.8196,0.5447,12,0.5047,6,1,0,1,0.8807,319,3,1,1,0,0,0,1,0,0
302235.12,14392.1485,6789.7732,21,14392.1485,14392.1485,0.5928,196,0.6979,3.6637,8,0.1473,5,1,0,1,0.7917,459,6,0,1,1,0,0,0,0,0
23612553.6,761695.2774,133074.8274,31,995864.65,618876.37,0.7595,1962,0.8438,1.6088,15,0.309,6,1,1,1,0.7224,1323,9,1,1,0,0,0,0,0,1
34887009.66,1395480.3864,233923.2039,25,1395480.3864,971539.48,0.4885,8550,0.6741,2.6774,26,0.318,8,1,1,1,0.8807,654,6,0,1,0,0,0,1,0,0
19922647.78,1171920.4577,303419.9858,17,2674991.8,1171920.4577,0.4481,4716,0.8472,1.7641,25,0.6369,8,1,1,0,0.8807,408,8,1,1,0,0,0,1,0,0
2341244.71,75524.0228,9502.1419,31,75524.0228,65034.13,0.543,193,0.8786,5.3313,9,0.5011,38,1,0,0,0.7614,603,5,0,1,0,0,1,0,0,0
1759576.43,73315.6844,24548.7076,24,73315.6844,24068.21,0.8121,345,0.7919,5.7605,10,0.1925,5,0,0,1,0.7917,337,8,0,1,1,0,0,0,0,0
6159502.29,769937.7867,227933.6599,8,769937.7867,769937.7867,0.5031,2128,0.7381,1.1368,60,0.5967,15,0,0,1,0.5688,1333,5,0,1,0,0,0,0,1,0
9651837.59,1930367.5187,258807.0211,5,1930367.5187,1216813.65,0.3251,1897,0.6705,2.6774,10,0.3408,2,1,0,1,0.7684,519,4,0,1,0,0,0,1,0,0
4726684.27,157556.1423,30595.3452,30,307370.31,157556.1423,0.9316,90,0.8889,14.773,9,0.7042,30,0,0,1,0.6466,48,4,1,1,0,1,0,0,0,0
8026570.16,1003321.2698,238412.2935,8,1003321.2698,234750.52,0.6902,2470,0.7006,1.1368,60,0.4606,19,1,0,0,0.697,1551,6,0,1,0,0,0,0,1,0
1296992.21,61761.534,4237.4592,21,61761.534,3035.06,0.746,455,0.8279,4.332,4,0.1452,4,1,0,1,0.7917,416,4,0,1,1,0,0,0,0,0
22761854.06,812923.3594,122551.9014,28,812923.3594,618876.37,0.67,4443,0.9819,4.0049,10,0.309,10,1,0,1,0.5742,191,9,0,1,0,0,0,0,0,1
6054196.95,104382.706,8193.7343,58,104382.706,39847.05,0.6564,54,0.604,5.836,13,0.6226,49,0,0,0,0.6748,341,3,0,1,0,0,1,0,0,0
6271748.94,368926.408,116156.2395,17,368926.408,368926.408,0.642,1937,0.8733,2.7635,60,0.6062,19,1,0,1,0.5688,1566,6,0,1,0,0,0,0,1,0
16644346.96,924685.9425,257697.5935,18,940620.35,812081.1,0.3688,3029,0.9282,1.1368,60,0.436,19,1,1,1,0.5688,775,10,0,1,0,0,0,0,1,0
3412178.94,310198.0857,38667.9245,11,310198.0857,251724.11,0.9224,5,0.8949,9.4383,20,0.8106,24,1,1,0,0.5525,48,4,0,1,0,1,0,0,0,0
31027056.61,1241082.2643,403120.5596,25,1269957.86,779472.98,0.4013,2567,0.9127,1.5637,17,0.6641,6,1,1,1,0.8807,1249,3,1,1,0,0,0,1,0,0
2613485.37,124451.6843,6937.9692,21,124451.6843,30971.09,0.8121,238,0.7357,6.328,11,0.2773,3,0,1,0,0.7917,327,3,0,1,1,0,0,0,0,0
2465412.25,164360.8167,16573.9922,15,246364.2,164360.8167,0.8715,36,0.9156,7.3349,26,0.6481,13,1,1,0,0.6553,48,5,1,1,0,1,0,0,0,0
5041335.43,117240.3588,30154.965,43,338327.83,117240.3588,0.987,43,0.9447,19.95,25,0.7229,29,1,1,0,0.7368,48,9,0,1,0,1,0,0,0,0
12039855.24,1003321.2698,220265.7066,12,1096535.02,101717.2,0.619,2768,0.8344,1.1368,40,0.4453,3,1,0,0,0.7698,1399,9,0,1,0,0,0,0,1,0
24079710.48,1003321.2698,106945.2744,24,1003321.2698,892584.09,0.6676,5311,0.9433,4.7048,41,0.7474,19,1,0,1,0.8818,605,3,0,1,0,0,0,0,1,0
1227561.94,111596.5401,43121.4415,11,321407.54,111596.5401,0.9443,5,0.7102,19.6646,12,0.5099,15,0,1,1,0.5525,48,4,0,1,0,1,0,0,0,0
4197254.75,246897.3384,162821.5608,17,590425.09,246897.3384,0.4332,9916,0.6176,1.78,18,0.564,14,1,0,1,0.8807,200,7,1,1,0,0,0,1,0,0
11248725.06,244537.5012,7773.3325,46,244537.5012,3035.06,0.8121,322,0.8279,3.6637,12,0.3535,3,1,0,0,0.7917,200,4,1,1,1,0,0,0,0,0
4711201.12,168257.1828,6879.1738,28,168257.1828,43464.83,0.7463,355,0.8279,3.6637,7,0.2597,3,0,1,0,0.7917,190,3,0,1,1,0,0,0,0,0
30693789.69,1136807.0256,64213.7652,27,1136807.0256,12344.87,0.3675,8486,0.9127,2.6774,27,0.3806,8,1,0,1,0.8807,200,8,0,1,0,0,0,1,0,0
11036533.97,1003321.2698,219195.903,11,1003321.2698,841066.24,0.7105,2695,0.8674,1.1368,60,0.622,16,1,0,1,0.757,2026,7,0,1,0,0,0,0,1,0
620582.38,41372.1588,41372.1588,15,254885.42,41372.1588,0.9592,60,0.9487,19.95,12,0.6118,32,0,1,1,0.9423,62,4,0,1,0,1,0,0,0,0
4652001.39,86148.1738,21448.3953,54,86148.1738,86148.1738,0.4943,267,0.7437,10.0533,9,0.7138,49,1,0,0,0.5801,450,3,0,1,0,0,1,0,0,0
142011.75,5071.8481,5071.8481,28,37078.72,5071.8481,0.7576,555,0.6509,8.6009,6,0.2343,29,0,0,1,0.7163,66,3,1,1,1,0,0,0,0,0
2468961.9,82298.7301,2111.3978,30,82298.7301,79266.0,0.7014,261,0.83,4.3879,9,0.2568,49,1,0,0,0.6717,306,6,1,1,0,0,1,0,0,0
255746.18,21312.1813,635.3085,12,63446.53,20435.01,0.2114,39301,0.3897,1.4246,4,0.0218,3,0,0,0,0.2657,2804,0,0,0,0,0,0,0,0,0
46874369.65,1736087.7649,437080.2837,27,1736087.7649,568517.22,0.4446,9916,0.7803,2.4284,25,0.318,9,1,0,1,0.7699,997,2,0,1,0,0,0,1,0,0
4599038.53,219001.8346,4953.7139,21,219001.8346,47256.47,0.7155,329,0.8279,6.5804,12,0.1462,3,0,0,0,0.6831,326,8,0,1,1,0,0,0,0,0
4407013.24,550876.6545,23281.8649,8,1487905.24,550876.6545,0.5882,3831,0.788,2.5701,19,0.4567,10,1,0,1,0.5688,1316,9,0,1,0,0,0,0,1,0
1924818.73,25326.5622,6882.1644,76,49648.69,25326.5622,0.784,323,0.765,6.9838,40,0.6519,35,0,1,0,0.6404,536,11,0,1,0,0,1,0,0,0
1471594.14,133781.2859,43121.4415,11,133781.2859,62156.38,0.987,207,0.953,19.95,25,0.4654,17,0,0,0,0.6476,48,4,1,1,0,1,0,0,0,0
7331148.97,293245.9587,222086.2031,25,590425.09,293245.9587,0.5798,4119,0.9018,1.364,12,0.4921,7,1,0,1,0.8807,832,8,0,1,0,0,0,1,0,0
5990651.23,427903.6593,84415.0194,14,427903.6593,4538.54,0.7131,865,0.7006,1.1544,60,0.5624,19,1,0,1,0.5688,2026,10,0,1,0,0,0,0,1,0
3459792.74,345979.2739,257697.5935,10,905329.62,345979.2739,0.5268,7475,0.8391,2.2669,38,0.7624,13,1,0,0,0.6228,1120,10,0,1,0,0,0,0,1,0
